STA-07GYN1-C-001,COMMITTEE TO RE-ELECT JUDGE MICHAEL SURLES,Active (Non-Exempt),,
STA-K1NIUQ-C-001,COMM TO ELECT PAT B HURLEY,Active (Non-Exempt),,
STA-C3352N-C-001,CAROLINA LINK TELEPHONE COOPERATIVE PAC,Active (Non-Exempt),,
STA-4Q7835-C-001,COMMITTEE TO ELECT PETER MCCLELLAND,Inactive,,
FED-C4610N-C-001,RESCARE INC ADVOCACY FUND,Active (Non-Exempt),,
STA-646007-C-002,COMMITTEE TO ELECT CAROLYN THOMPSON JUDGE,Active (Non-Exempt),,
STA-D7D0AW-C-001,HARRY WARREN NC HOUSE,Active (Non-Exempt),,
STA-9878K9-C-001,COMMITTEE TO ELECT RICH CASSADY,Active (Non-Exempt),,
FED-C4808N-C-001,ZENECA INC PAC,Active (Non-Exempt),,
STA-4KOHYF-C-003,RICK CHAMPION FOR DISTRICT COURT JUDGE,Active (Non-Exempt),,
STA-C3252N-C-001,NC ASSN OF NURSE ANESTHETISTS PAC,Active (Non-Exempt),,
STA-C4270N-C-001,SAMPSON REC,Active (Non-Exempt),,
STA-0XI81S-C-001,SAM HAYES FOR ATTORNEY GENERAL,Active (Non-Exempt),,
STA-RQX7B3-C-002,ELECT WALLY WHITE,Active (Non-Exempt),,
STA-C4184N-C-001,NORTH CAROLINA REPUBLICAN PARTY,Active (Non-Exempt),,
STA-C4186N-C-001,NC REC BUILDING FUND,Active (Non-Exempt),,
STA-N226V6-C-001,PRECINCT 206 DEMOCRATS - MECKLENBURG COUNTY,Active (Non-Exempt),,
STA-RQ42M0-C-001,COMMITTEE TO ELECT DANIEL CAUDILL,Active (Non-Exempt),,
STA-1UZ1Y8-C-001,COMMITTEE TO ELECT JUSTIN TATE,Active (Non-Exempt),,
STA-GMV8R3-C-001,THE COMMITTEE TO ELECT MIKE WOODARD,Active (Non-Exempt),,
FED-7X1SSN-C-001,UNITED FOOD & COMMERCIAL WORKERS ACTIVE BALLOT CLUB,Active (Non-Exempt),,
STA-DQ9R6Z-C-002,WEBB FOR NC SENATE DISTRICT 4,Active (Non-Exempt),,
STA-WA6184-C-001,SMOKY MOUNTAIN RW,Active (Non-Exempt),,
STA-C3831N-C-001,08TH CONG DIST DEC,Active (Non-Exempt),,
STA-C3981N-C-001,BUNCOMBE DW,Active (Non-Exempt),,
STA-C2642N-C-002,COMMITTEE TO RE-ELECT JIMMY L LOVE JR,Inactive,,
STA-C3830N-C-001,07TH CONG DIST DEC,Active (Non-Exempt),,
STA-72AHI9-C-002,COMMITTEE TO ELECT PARISH,Active (Non-Exempt),,
FED-VG75Q0-C-001,SANOFI US SERVICES INC EMPL PAC,Active (Non-Exempt),,
STA-IDH22Q-C-001,COMMITTEE TO ELECT CYNTHIA (CINDY) H. DEPORTER,Active (Non-Exempt),,
STA-VHTLX9-C-004,LORA C CUBBAGE FOR COURT OF APPEALS,Active (Non-Exempt),,
STA-7YRD1H-C-001,OFFICIAL CONSERVATIVE BALLOT COMMITTEE OF NC,Active (Non-Exempt),,
STA-8ZC3Z7-C-001,COMMITTEE TO ELECT DAVID WOODSON,Active (Non-Exempt),,
FED-3F544X-C-001,ANTHEM INC PAC,Active (Non-Exempt),,
STA-AI74E3-C-001,ALLISON FOR HOUSE,Active (Non-Exempt),,
STA-C2625N-C-002,TIM GUNTHER FOR DISTRICT COURT JUDGE,Active (Non-Exempt),,
STA-0R83V2-C-001,MARK PLESS FOR NC HOUSE,Active (Non-Exempt),,
STA-85ZIN3-C-001,COMMITTEE TO ELECT ANTHONY STREET,Active (Non-Exempt),,
STA-4GUIDV-C-001,KELLIE FOR PITT COUNTY JUDGE,Closed (Pending),,
STA-C3233N-C-001,NC HEALTH CARE FACILITIES ASSN PAC,Active (Non-Exempt),,
STA-60J6TK-C-001,COMM TO ELECT DONNY LAMBETH,Active (Non-Exempt),,
STA-C4003N-C-001,JOHNSTON DW,Active (Non-Exempt),,
STA-C4269N-C-001,RUTHERFORD REC,Active (Non-Exempt),,
STA-N96DZE-C-001,CARTERET COUNTY GOP BUILDING FUND ,Active (Non-Exempt),,
STA-Z23BVN-C-001,SOUTHEASTERN NC YR,Active (Exempt),,
STA-4XD48N-C-001,JERRY MUNDEN FOR HOUSE,Active (Non-Exempt),,
STA-C1055N-C-003,HOWDY COLIN! HOPE YOU ARE WELL (SEAN HAUGH),Active (Non-Exempt),,
STA-C3929N-C-001,STANLY DEC,Active (Non-Exempt),,
STA-2SG6LV-C-001,BUMGARDNER FOR NC HOUSE,Active (Non-Exempt),,
STA-L8W02W-C-001,ULMER FOR NC,Active (Non-Exempt),,
FED-H2ASXR-C-001,BROOKFIELD ATLANTIC PAC,Closed,,
STA-LEU9M3-C-001,TERRY ROSE FOR JUDGE,Active (Non-Exempt),,
STA-TN6OP1-C-001,PROGRESSIVE DEMOCRATS OF WAKE COUNTY #1,Inactive,,
STA-ZRUK49-C-001,MINORITIES IN POLITICS,Inactive,,
STA-JSJW2A-C-001,SOSEBEE FOR NC31,Closed,,
FED-WAQY24-C-001,VOTE TRIPLING PAC,Closed (Pending),,
STA-C3980N-C-001,BRUNSWICK DW,Active (Non-Exempt),,
STA-2KF7VW-C-001,COMMITTEE TO ELECT VERNON MOORE NC STATE SENATE DIST 10,Active (Non-Exempt),,
STA-4Y3C48-C-004,WHITE FOR NC HOUSE 3,Active (Non-Exempt),,
STA-03S49B-C-001,BARBARA S YATES-LOCKAMY FOR NC SENATE,Active (Non-Exempt),,
STA-C4387N-C-001,STOKES RW,Active (Non-Exempt),,
STA-C4173N-C-001,01ST CONG DIST REC,Active (Non-Exempt),,
STA-C3689N-C-001,JONES CTY VOTERS LEAGUE,Active (Non-Exempt),,
STA-ILGAJX-C-001,AFRICAN AMERICAN CAUCUS MARTIN COUNTY,Closed (Pending),,
FED-9103PY-C-001,TOM STEYER 2020,Closed (Pending),,
STA-C2699N-C-005,COMMITTEE TO RE-ELECT MOORE FOR JUDGE,Inactive,,
STA-C20558-C-002,COMMITTEE TO ELECT JOE PARRISH,Closed,,
STA-8679K6-C-001,FOUSHEE FOR NC,Active (Non-Exempt),,
STA-C1305N-C-001,VERLA INSKO FOR STATE HOUSE,Active (Non-Exempt),,
STA-7C0UTC-C-001,NC REPUBLICAN COUNCIL OF STATE COMMITTEE BUILDING FUND,Active (Non-Exempt),,
STA-38RO0Q-C-001,PROGRESSIVE CAUCUS OF THE NC DEMOCRATIC PARTY,Active (Non-Exempt),,
STA-P0J4M6-C-001,NC REPUBLICAN COUNCIL OF STATE COMMITTEE,Active (Non-Exempt),,
STA-41O78Q-C-001,HARNETT YR CLUB,Active (Non-Exempt),,
STA-C4079N-C-001,NC YD,Active (Non-Exempt),,
STA-J91J8P-C-001,BLACK POLITICAL CAUCUS-CABARRUS,Active (Non-Exempt),,
FED-1M1817-C-001,DELOITTE POLITICAL ACTION COMMITTEE,Active (Non-Exempt),,
STA-FT2767-C-003,GARDENIA HENLEY CAMPAIGN COMMITTEE,Active (Non-Exempt),,
STA-A2LJSW-C-001,MID-ATLANTIC EMERGENCY MEDICAL ASSOC PAC,Active (Non-Exempt),,
STA-8XI83H-C-001,COMMITTEE TO ELECT CHRISTINE KUSHNER,Closed (Pending),,
STA-SMR401-C-001,SNCB PAC,Active (Non-Exempt),,
STA-577I6D-C-001,COMMITTEE TO ELECT JARVIS,Active (Non-Exempt),,
STA-V1P50V-C-001,CONSERVATIVE ACTION ALLIANCE OF THE CAROLINAS,Active (Non-Exempt),,
STA-D04BA8-C-001,CITIZENS FOR RESPONSIBLE GOVERNMENT IN NC,Active (Non-Exempt),,
STA-VB2JAI-C-001,RON SMITH 4 NC 34,Active (Non-Exempt),,
FED-C4587N-C-001,COASTAL FEDERAL CREDIT UNION PAC,Active (Non-Exempt),,
STA-YMG2SA-C-001,BONAPART FOR NC SENATE,Active (Non-Exempt),,
STA-F9FTS4-C-001,NORTH CAROLINA LEADERSHIP COMMITTEE,Active (Non-Exempt),,
STA-C4034N-C-001,WAKE DW,Active (Non-Exempt),,
STA-9F190D-C-001,KAT MCDONALD FOR NC,Active (Non-Exempt),,
STA-C3424N-C-001,LITTLE PAC,Active (Non-Exempt),,
STA-C3695N-C-001,NC NATL ORG FOR WOMEN PAC,Active (Non-Exempt),,
STA-C4246N-C-001,MARTIN REC,Active (Non-Exempt),,
STA-24CMSU-C-001,CAROLINA LIBERTY PAC,Terminated,,
STA-6672AR-C-001,IREDELL COUNTY TEENAGE REPUBLICANS,Terminated,,
STA-Y2J6TT-C-001,FRANKLIN COUNTY SENIOR DEMOCRATS,Active (Non-Exempt),,
STA-82R969-C-001,COMMITTEE TO ELECT ROBYN PEGRAM,Active (Non-Exempt),,
STA-C4088N-C-001,WAKE YD,Active (Non-Exempt),,
STA-C4182N-C-001,12TH CONG DIST REC,Active (Non-Exempt),,
STA-4M2Z6X-C-001,DONOVAN ALEXANDER WATSON COMMITTEE,Active (Non-Exempt),,
STA-HLN50N-C-001,CITIZENS FOR A BETTER CHARLOTTE,Terminated,,
STA-6HTDSO-C-001,NAJAH UNDERWOOD FOR NC STATE SENATE 2020,Active (Non-Exempt),,
STA-SRU7JY-C-001,COMMITTEE TO ELECT SATANA DEBERRY,Inactive,,
FED-C0280N-C-001,SCOTT C DORMAN CAMPAIGN,Closed,,
STA-C0452N-C-001,JOSEPH HENRY MILLER CAMPAIGN,Closed,,
STA-C0613N-C-001,JAMES HANKINS CAMPAIGN,Closed,,
STA-V0WNK7-C-001,PODIATRY MEDICAL AND SURGICAL PAC,Active (Non-Exempt),,
STA-E40TNZ-C-001,NC CLEAN ENERGY BUSINESS ALLIANCE PAC,Active (Non-Exempt),,
FED-4J508P-C-001,SUNOVION PHARMACEUTICALS INC GOOD GOVERNMENT FUND,Active (Non-Exempt),,
FED-Z1NON5-C-001,FEDERAL EXPRESS PAC,Active (Non-Exempt),,
STA-C4274N-C-001,SURRY REC,Active (Non-Exempt),,
STA-C3687N-C-001,EDGECOMBE NASH POL CAUCUS PAC,Active (Non-Exempt),,
STA-4Y122B-C-001,UNITED HEALTH SERVICES OF NC PAC,Active (Non-Exempt),,
FED-266WLV-C-001,WATTS FOR CONGRESS,Active (Non-Exempt),,
STA-4GDV5Y-C-001,DENTON LEE FOR NC HOUSE,Active (Non-Exempt),,
STA-54J27B-C-001,ELECT TONDREAU,Active (Non-Exempt),,
STA-Z6M8TR-C-001,FIREFIGHTERS FOR RESPONSIBLE GOVERNMENT,Active (Non-Exempt),,
STA-C3935N-C-001,UNION DEC,Active (Non-Exempt),,
STA-JO324H-C-001,ALISSA BATTS FOR NC HOUSE,Active (Non-Exempt),,
STA-C4256N-C-001,ORANGE REC,Active (Non-Exempt),,
STA-2K0710-C-001,COMMITTEE TO ELECT GERARD FALZON,Active (Non-Exempt),,
STA-C2437N-C-002,FORREST D BRIDGES COMMITTEE,Inactive,,
STA-7PML64-C-001,NC HOUSE REPUBLICAN CAMPAIGN COMMITTEE - BUILDING FUND,Active (Non-Exempt),,
STA-9M56YG-C-001,SUPPORTERS OF PERRIN JONES,Active (Non-Exempt),,
STA-10173G-C-001,COMMITTEE TO ELECT TIM HARRIS,Terminated,,
STA-4LIW04-C-001,YOUNG DEMOCRATS OF CABARRUS COUNTY,Active (Exempt),,
STA-2731KH-C-001,BOBBY KHAN FOR DISTRICT COURT JUDGE,Closed (Pending),,
STA-38765N-C-001,BRANDON GRAY FOR NC,Active (Non-Exempt),,
STA-C3015N-C-003,BREWER FOR NC,Closed (Pending),,
STA-Q956DK-C-001,BRIAN BROWN FOR HOUSE,Terminated,,
STA-K80876-C-001,BUDDY FOR NC,Closed,,
STA-1M2U70-C-001,COMM TO KEEP JUDGE CASEY VISER,Active (Non-Exempt),,
STA-DE4K1M-C-001,BAGNAL FOR HOUSE 38,Closed (Pending),,
STA-963R97-C-001,RICK PADGETT FOR SENATE,Active (Non-Exempt),,
STA-C3866N-C-001,CATAWBA DEC,Active (Non-Exempt),,
FED-2V674N-C-001,LIBERTY MUTUAL INSURANCE COMP PAC,Active (Non-Exempt),,
STA-WG4XR4-C-001,TOMMY FULCHER FOR NC HOUSE,Active (Non-Exempt),,
STA-C4362N-C-001,JOHNSTON RW,Active (Non-Exempt),,
STA-8U5E67-C-001,COMMITTEE TO ELECT BUCK BAYLIFF,Active (Non-Exempt),,
STA-C3421N-C-001,ENGINEERS PAC OF NC,Active (Non-Exempt),,
STA-DE4K1M-C-002,BAGNAL FOR HOUSE 38,Active (Non-Exempt),,
STA-C4516N-C-001,WAKE LEC,Active (Non-Exempt),Active (Non-Exempt),
FED-0K6YDG-C-001,"BECTON, DICKINSON AND COMPANY PAC",Active (Non-Exempt),,
FED-8YOMHH-C-001,SISTER DISTRICT PROJECT,Closed (Pending),,
STA-6OTED7-C-001,THE COMMITTEE TO ELECT AIMY STEELE,Active (Non-Exempt),,
STA-C4255N-C-001,ONSLOW REC,Active (Non-Exempt),,
STA-4FWZ47-C-001,COMMITTEE TO ELECT ED HALLYBURTON,Active (Non-Exempt),,
FED-C4618N-C-001,CITIGROUP INC PAC ,Closed (Pending),,
STA-J3VRV8-C-001,COMMUNITY TO ELECT ERIC HENRY,Active (Non-Exempt),,
STA-C3043N-C-001,COMM TO RE-ELECT JUDGE PATRICIA KAUFMANN YOUNG ,Active (Non-Exempt),,
FED-DC08VR-C-001,NEIGHBORS FOR CANO ,Active (Non-Exempt),,
STA-GP7A10-C-001,CAROLINA FEDERATION PAC,Active (Non-Exempt),,
STA-UH0Y92-C-001,NICK BLOUNT FOR NC HOUSE,Active (Non-Exempt),,
STA-P1CEF6-C-001,LIFTING OUR VOICES FOR EDUCATION IN ONSLOW,Closed,,
STA-C3404N-C-001,EMPLOYEES POLITICAL ACTION COMMITTEE ,Active (Non-Exempt),,
STA-S04K19-C-001,COMMITTEE TO ELECT JOHNNY H. BOYLES,Active (Non-Exempt),,
STA-M3VQ85-C-001,COMMITTEE TO ELECT AL HEGGINS FOR NC 76,Active (Non-Exempt),,
STA-C4016N-C-001,NEW HANOVER DW,Active (Non-Exempt),,
STA-T7896D-C-001,A STRONGER NC,Closed (Pending),,
STA-C4222N-C-001,FORSYTH REC,Active (Non-Exempt),,
STA-HHM8N8-C-001,FORSYTH REPUBLICAN BUILDING FUND,Active (Non-Exempt),,
STA-7JO156-C-002,COMMITTEE TO ELECT CAP HAYES 2020,Closed (Pending),,
FED-B56J1H-C-001,MAXIM HEALTHCARE SERVICES INC. POLITICAL ACTION COMMITTEE,Active (Non-Exempt),,
STA-9I5Y56-C-001,CITIZENS FOR A BETTER NORTH CAROLINA,Active (Non-Exempt),,
STA-O3795J-C-001,RAY RUSSELL FOR NC,Active (Non-Exempt),,
STA-463TNO-C-001,COMMITTEE TO ELECT TARSHA ELLIS,Active (Non-Exempt),,
STA-ZI6M7X-C-001,ELECT EDWARD PHIFER,Active (Non-Exempt),,
STA-A22207-C-001,COMMITTEE TO ELECT VERNETTA ALSTON,Active (Non-Exempt),,
STA-O82R4C-C-001,MARK ROBINSON FOR NC,Active (Non-Exempt),,
STA-1CK3K3-C-001,DRAINTHESWAMPCONSERVATIVES,Active (Non-Exempt),,
STA-04X330-C-001,MARSH FOR SENATE 2020,Closed (Pending),,
STA-8NR5Y0-C-001,CHILDERS FOR THE HOUSE,Active (Non-Exempt),,
STA-2PAH07-C-001,THE CHIMER CLARK COMMITTEE,Active (Non-Exempt),,
FED-6J247W-C-001,OUR STATES MATTER PAC,Active (Non-Exempt),,
STA-9648CG-C-001,COMMITTEE TO ELECT BRENDEN JONES,Active (Non-Exempt),,
STA-044QKJ-C-001,COMMITTEE TO ELECT CHRISTOPHER SCHULTE,Active (Non-Exempt),,
STA-C0553N-C-003,TONY MOORE FOR HOUSE,Active (Non-Exempt),,
STA-PS037F-C-001,CAMPAIGN TO ELECT JOHN G. MCNEIL,Active (Non-Exempt),,
STA-9H4F20-C-002,COMMITTEE TO ELECT RYAN SMITHWICK,Closed (Pending),,
STA-5JHUJB-C-001,ELECT ADAM ERICSON,Active (Non-Exempt),,
STA-3B6773-C-001,COMM TO RE- ELECT GALE ADAMS SUPERIOR COURT JUDGE,Active (Non-Exempt),,
FED-9E3745-C-001,TSVC INC PAC (TERRACON PAC),Active (Non-Exempt),,
FED-5F32U3-C-001,ASTELLAS US LLC PAC,Active (Non-Exempt),,
STA-GO7648-C-002,MARK HOLLO FOR NC SENATE,Active (Non-Exempt),,
STA-1TX297-C-001,COMM TO ELECT JUDGE CHASSE,Inactive,,
STA-C4337N-C-001,BUNCOMBE COUNTY REPUBLICAN WOMEN'S CLUB,Active (Non-Exempt),,
STA-19473E-C-001,KEITH BYRD,Active (Non-Exempt),,
STA-HT14Q9-C-001,CALDWELL COUNTY REPUBLICAN PARTY BUILDING FUND,Active (Non-Exempt),,
STA-C4204N-C-001,CARTERET COUNTY REPUBLICAN EXECUTIVE COMMITTEE,Active (Non-Exempt),,
FED-7FYJ9V-C-001,CYNTHIA WALLACE FOR CONGRESS,Active (Non-Exempt),,
FED-81DI0L-C-001,DEMOCRACY FOR AMERICA -  NC,Active (Non-Exempt),,
STA-C3999N-C-001,THE DEMOCRATIC WOMEN OF HENDERSON COUNTY,Active (Non-Exempt),,
STA-6S3514-C-001,JENA CULLER FOR JUDGE,Active (Non-Exempt),,
STA-C4002N-C-001,DEMOCRATIC WOMEN OF JACKSON COUNTY,Active (Non-Exempt),,
FED-C4625N-C-001,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION POLITICAL ACTION COMMITTEE,Active (Non-Exempt),,
STA-I3446E-C-001,MECKLENBURG BLACK REPUBLICAN CLUB,Active (Non-Exempt),,
STA-C1CBT2-C-001,COMMITTEE TO ELECT MARCIA MORGAN,Active (Non-Exempt),,
STA-UJR5O8-C-002,WARREN NAIL FOR NC HOUSE,Active (Non-Exempt),,
STA-C4252N-C-001,NASH COUNTY REPUBLICAN PARTY,Active (Non-Exempt),,
STA-C4501N-C-001,LIBERTARIAN PARTY OF NORTH CAROLINA,Active (Non-Exempt),,
FED-C4772N-C-001,NRA POL VICTORY FUND,Active (Non-Exempt),,
STA-6VYHF8-C-001,THE COMMITTEE TO ELECT GREG ROUSE FOR JUDGE,Active (Non-Exempt),,
STA-YCGI8Q-C-001,ROWAN COUNTY YOUNG REPUBLICANS,Active (Non-Exempt),,
STA-E0XP06-C-001,SAVE ORANGE SCHOOLS POLITICAL ACTION COMMITTEE (SOS-PAC),Closed (Pending),,
STA-4Y6C78-C-001,SENIOR DEMOCRATS OF JOHNSTON COUNTY,Active (Non-Exempt),,
STA-C2958N-C-001,COMMITTEE TO ELECT JUDGE LOU TROSCH,Active (Non-Exempt),,
STA-AJ7RS5-C-001,COMMITTEE TO ELECT JAKE JOHNSON,Active (Non-Exempt),,
STA-73Y4C6-C-001,ASHEVILLE FIRE FIGHTERS ASSOCIATION PAC,Active (Non-Exempt),,
STA-0KX9H8-C-001,JEANNE SUPIN FOR NC,Active (Non-Exempt),,
STA-6364S6-C-002,COMMITTEE TO ELECT SHERRYL WEST,Closed (Pending),,
STA-8FVJTG-C-001,COMMITTEE TO ELECT EMILY NICHOLSON,Active (Non-Exempt),,
STA-3YEE32-C-001,TEMPLETON4NCSENATE34,Closed (Pending),,
STA-FAI066-C-001,COMMITTEE TO ELECT JASON DISBROW,Active (Non-Exempt),,
STA-R181M4-C-001,LINDA BENNETT FOR NC HOUSE 26,Active (Non-Exempt),,
STA-164ZR3-C-002,LET'S RE-ELECT STEVE BIBEY,Active (Non-Exempt),,
STA-89GQ6R-C-001,DANNY BRITT FOR NC SENATE,Active (Non-Exempt),,
STA-C4177N-C-001,7TH CONGRESSIONAL DISTRICT REPUBLICAN PARTY,Active (Non-Exempt),,
STA-6QIHF3-C-001,NELSON FOR NC,Inactive,,
FED-4A3T8H-C-001,MAKE LIBERTY WIN (IE PAC),Inactive,,
STA-C4178N-C-001,5TH DISTRICT EXECUTIVE COMMITTEE OF REPUBLICAN PARTY OF NC,Active (Non-Exempt),,
STA-2ISM2Y-C-001,WAY TO LEAD NORTH CAROLINA,Active (Non-Exempt),,
STA-PH91D1-C-001,ANDERSON FOR NC SENATE,Inactive,,
STA-358ZE7-C-001,KEEP MONEY OUT OF POLITICS,Active (Non-Exempt),,
STA-282HDO-C-002,RITA CRUISE NC HOUSE 91ST,Closed (Pending),,
STA-13Y14M-C-001,CRAVEN RBF,Active (Non-Exempt),,
STA-C4239N-C-001,JOHNSTON REC,Active (Non-Exempt),,
STA-68876M-C-001,COMMITTEE TO ELECT ROBERT JORDAN HOUSE 81,Active (Non-Exempt),,
STA-34377M-C-001,FRANCES VINELL JACKSON CAMPAIGN COMMITTEE,Active (Non-Exempt),,
STA-C4190N-C-001,ALAMANCE REC,Active (Non-Exempt),,
STA-36XDKI-C-001,TWELVE VISIONS PARTY OF NORTH CAROLINA,Closed (Pending),,
STA-5DDH35-C-001,COMMITTEE TO ELECT AMY GALEY,Active (Non-Exempt),,
STA-8OB9CL-C-001,REMILLARD FOR NC HOUSE,Active (Non-Exempt),,
STA-X879P4-C-001,KEEP JUDGE CHRIS BROOK,Closed (Pending),,
STA-90831B-C-001,CITIZENS FOR A BETTER NC SENATE,Active (Non-Exempt),,
STA-T36W90-C-001,FORWARD MAJORITY ACTION NORTH CAROLINA,Active (Non-Exempt),,
STA-OWXU6H-C-001,FRIENDS OF JIM O'NEILL,Active (Non-Exempt),,
STA-B26D24-C-001,COMM TO ELECT D. COLE PHELPS TO NC SENATE  DISTRICT ONE,Closed (Pending),,
STA-C3828N-C-001,04TH CONG DIST DEC,Active (Non-Exempt),,
STA-Q2R6R6-C-001,COMMITTEE TO ELECT J. CALVIN CHANDLER,Active (Non-Exempt),,
STA-C4210N-C-001,CLAY REC,Active (Non-Exempt),,
STA-004ZV9-C-001,CORIE FOR CALDWELL,Active (Non-Exempt),,
STA-C1671N-C-001,FOLWELL COMM ,Active (Non-Exempt),,
FED-3775PL-C-001,THE WILLIAMS COMPANIES INC PAC,Active (Non-Exempt),,
FED-7XS493-C-001,DUKE ENERGY CORP PAC,Active (Non-Exempt),,
STA-C2363N-C-003,ORLANDO F. HUDSON FOR SUPERIOR COURT JUDGE,Closed (Pending),,
STA-W9Q0PU-C-003,ELECT JUDGE PETER KNIGHT,Closed (Pending),,
STA-ZC7FIQ-C-001,CASKEY FOR NC SENATE,Active (Non-Exempt),,
STA-9R3G13-C-001,COMM TO ELECT ANDY GREGSON,Inactive,,
STA-C2655N-C-004,CHIEF JUSTICE BEASLEY COMMITTEE,Active (Non-Exempt),,
STA-O9QA8Z-C-001,DAVID HALL FOR SUPERIOR CT JUDGE,Active (Non-Exempt),,
STA-C3829N-C-001,05TH CONG DIST DEC,Active (Non-Exempt),,
STA-C0489N-C-002,CITIZENS FOR BARRICK,Closed (Pending),,
STA-480HY3-C-001,CITIZENS FOR A BETTER NC HOUSE,Active (Non-Exempt),,
STA-02TBB4-C-001,FRIENDS OF JUSTIN T. BANKS,Active (Non-Exempt),,
STA-4A6HFI-C-001,FRANK WOOD FOR JUDGE,Active (Non-Exempt),,
STA-REMI6K-C-002,COMMITTEE TO ELECT A. RICHARDSON-TUCKER JUDGE,Active (Non-Exempt),,
STA-92L0F0-C-002,KEEP JUDGE KATIE OVERBY,Inactive,,
STA-F87361-C-001,COMMITTEE TO ELECT KAREN KOZEL,Active (Non-Exempt),,
STA-C1395N-C-003,DAN BESSE FOR NC HOUSE,Active (Non-Exempt),,
STA-UM834G-C-001,KOTIS FOR HOUSE,Active (Non-Exempt),,
STA-63GMK4-C-001,EC FOR NC,Active (Non-Exempt),,
STA-Z01ZUH-C-001,JEN MANGRUM FOR NC,Active (Non-Exempt),,
STA-C2700N-C-002,RE-ELECT JUDGE DANIELS,Closed (Pending),,
STA-C3833N-C-001,10TH CONG DIST DEC,Active (Non-Exempt),,
STA-C3858N-C-001,BLADEN DEC,Active (Exempt),,
STA-2EW833-C-002,CITIZENS FOR CHRISTINE MUMMA,Inactive,,
STA-Q8U041-C-001,TERRY BROWN FOR NC HOUSE,Active (Non-Exempt),,
STA-FJX37P-C-001,CLIFTON INGRAM FOR SENATE,Inactive,,
STA-GL3606-C-001,NATALIE FOR NC,Active (Non-Exempt),,
STA-MX5NI5-C-001,DARE4BOB POLITICAL ACTION COMMITTEE,Active (Non-Exempt),,
STA-C3915N-C-001,PASQUOTANK DEC,Active (Non-Exempt),,
STA-0K9KAX-C-001,JANE W SMITH FOR NC SENATE,Closed (Pending),,
STA-911172-C-001,COMMITTEE TO ELECT DEBORAH COCHRAN,Closed,,
STA-C4200N-C-001,BURKE REC,Active (Non-Exempt),,
STA-X1PFYL-C-001,HORNET'S NEST RM,Active (Non-Exempt),,
STA-FARFK6-C-001,COMMITTEE TO ELECT JUDGE BILL SOUTHERN,Inactive,,
STA-C3678N-C-001,ALAMANCE COUNTY COMMITTEE ON CIVIC AFFAIRS PAC,Active (Non-Exempt),Active (Non-Exempt),
FED-86L3NP-C-001,"COCA-COLA CONSOLIDATED, INC. PAC",Active (Non-Exempt),,
STA-3453D5-C-001,COMMITTEE TO ELECT DEE WATSON,Active (Non-Exempt),,
FED-5C4RRX-C-001,SUSAN B. ANTHONY LIST CANDIDATE FUND,Inactive,,
STA-92R3R1-C-001,CITIZENS FOR THE BETTERMENT OF JOHNSTON COUNTY,Active (Non-Exempt),,
STA-C3936N-C-001,VANCE DEC,Active (Non-Exempt),,
STA-Y6J6A2-C-001,COMMITTEE TO ELECT DEONKO BREWER TO NC HOUSE,Active (Non-Exempt),,
STA-C3291N-C-001,NC ADVOCATES FOR JUSTICE PAC ,Active (Non-Exempt),,
FED-XZBD37-C-001,ONLY IF YOU RUN PAC,Active (Non-Exempt),,
STA-C3106N-C-001,COMM TO RE-ELECT KRISTY MCMILLAN NEWTON,Active (Non-Exempt),,
STA-C3910N-C-001,NASH DEC,Active (Non-Exempt),,
STA-0O209Z-C-001,DEMOCRATS ORGANIZING IN NEIGHBORHOOD GROUPS,Active (Non-Exempt),,
STA-9A7G94-C-001,DEFENDERS OF CIVIL JUSTICE,Active (Non-Exempt),,
FED-C4565N-C-001,LOWE'S COMP INC PAC,Active (Non-Exempt),,
STA-Q1ID4S-C-001,COMM TO ELECT CHRISTINE UNDERWOOD,Inactive,,
STA-3IM6I3-C-002,PATSY KEEVER FOR NC SENATE 48,Closed (Pending),,
STA-56ORIL-C-001,GREGORY LAWSON - 2012 NO ORGANIZATIONAL PAPERWORK RECEIVED,Conditionally Closed,Terminated,
STA-867W4W-C-001,"RUMFELT, CHRISTOPHER HOUSTON - 2018 NO ORGANIZATIONAL PAPERWORK RECEIVED",Terminated,Terminated,
STA-RBOTTJ-C-001,"WAGONER, MATTHEW ADAM - 2018 NO ORGANIZATIONAL PAPERWORK RECEIVED",Terminated,,
STA-KT7EQQ-C-001,COMM TO ELECT ANTOINE G. MARSHALL,Active (Non-Exempt),,
STA-35071C-C-001,COMMITTEE TO ELECT OLIVIA HOLMES OXENDINE NC HOUSE 47,Active (Non-Exempt),,
STA-C3409N-C-001,NC BEER & WINE WHOLESALERS ASSN PAC,Active (Non-Exempt),,
STA-C3263N-C-001,PILL PAC,Active (Non-Exempt),,
STA-C3914N-C-001,PAMLICO DEC,Active (Non-Exempt),,
FED-CFHR36-C-001,END CITIZENS UNITED,Closed (Pending),,
STA-92512E-C-001,ELECT R M JORDAN,Closed (Pending),,
STA-C4192N-C-001,ALLEGHANY REC,Active (Non-Exempt),,
STA-C3569N-C-001,NC POLITICAL CANDIDATES' ALLIANCE,Active (Non-Exempt),,
STA-QC94MI-C-001,JOHN ADCOCK FOR NC HOUSE,Closed (Pending),,
